name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.001,02 Ground floor walls,MGP10 pine,3.3433,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.002,02 Ground floor walls,MGP10 pine,3.7933,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.003,02 Ground floor walls,MGP10 pine,4.2433,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.004,02 Ground floor walls,MGP10 pine,4.6933,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.005,02 Ground floor walls,MGP10 pine,5.1433,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | D04 garage stacker head cripple.006,02 Ground floor walls,MGP10 pine,5.5933,2.5085,2.645,35.0,90.0,10.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud,02 Ground floor walls,MGP10 pine,0.2108,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.001,02 Ground floor walls,MGP10 pine,6.4075,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.002,02 Ground floor walls,MGP10 pine,0.6433,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.003,02 Ground floor walls,MGP10 pine,1.0933,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.004,02 Ground floor walls,MGP10 pine,1.5433,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.005,02 Ground floor walls,MGP10 pine,1.9933,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.006,02 Ground floor walls,MGP10 pine,2.4433,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | common stud.007,02 Ground floor walls,MGP10 pine,6.0433,2.5085,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging,02 Ground floor walls,MGP10 pine,0.4271,2.5085,0.9133,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.001,02 Ground floor walls,MGP10 pine,0.8683,2.5085,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.002,02 Ground floor walls,MGP10 pine,1.3183,2.5085,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.003,02 Ground floor walls,MGP10 pine,1.7683,2.5085,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.004,02 Ground floor walls,MGP10 pine,2.2183,2.5085,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.005,02 Ground floor walls,MGP10 pine,2.5475,2.5085,0.9133,90.0,35.0,173.3,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.006,02 Ground floor walls,MGP10 pine,5.9175,2.5085,0.9133,90.0,35.0,216.7,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.007,02 Ground floor walls,MGP10 pine,6.2254,2.5085,0.9133,90.0,35.0,329.2,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.008,02 Ground floor walls,MGP10 pine,0.4271,2.5085,1.8267,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.009,02 Ground floor walls,MGP10 pine,0.8683,2.5085,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.010,02 Ground floor walls,MGP10 pine,1.3183,2.5085,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.011,02 Ground floor walls,MGP10 pine,1.7683,2.5085,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.012,02 Ground floor walls,MGP10 pine,2.2183,2.5085,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.013,02 Ground floor walls,MGP10 pine,2.5475,2.5085,1.8267,90.0,35.0,173.3,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.014,02 Ground floor walls,MGP10 pine,5.9175,2.5085,1.8267,90.0,35.0,216.7,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | nogging.015,02 Ground floor walls,MGP10 pine,6.2254,2.5085,1.8267,90.0,35.0,329.2,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage south | anchor washer,09 Bracing and connections,Galvanised connectors,0.3933,2.5085,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Garage south | anchor washer.001,09 Bracing and connections,Galvanised connectors,1.2933,2.5085,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Garage south | anchor washer.002,09 Bracing and connections,Galvanised connectors,2.1933,2.5085,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Garage east upstand | bottom plate,02 Ground floor walls,MGP10 pine,6.425,8.5785,0.0175,90.0,35.0,1487.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | top plate lower,02 Ground floor walls,MGP10 pine,6.425,8.5785,2.6725,90.0,45.0,1487.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | top plate upper,02 Ground floor walls,MGP10 pine,6.425,8.5785,2.7175,90.0,45.0,1487.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | common stud,02 Ground floor walls,MGP10 pine,6.425,9.3045,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | common stud.001,02 Ground floor walls,MGP10 pine,6.425,7.8525,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | common stud.002,02 Ground floor walls,MGP10 pine,6.425,8.872,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | common stud.003,02 Ground floor walls,MGP10 pine,6.425,8.422,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | common stud.004,02 Ground floor walls,MGP10 pine,6.425,7.972,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging,02 Ground floor walls,MGP10 pine,6.425,9.0882,0.9133,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.001,02 Ground floor walls,MGP10 pine,6.425,8.647,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.002,02 Ground floor walls,MGP10 pine,6.425,8.197,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.003,02 Ground floor walls,MGP10 pine,6.425,7.9122,0.9133,90.0,35.0,84.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.004,02 Ground floor walls,MGP10 pine,6.425,9.0882,1.8267,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.005,02 Ground floor walls,MGP10 pine,6.425,8.647,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.006,02 Ground floor walls,MGP10 pine,6.425,8.197,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | nogging.007,02 Ground floor walls,MGP10 pine,6.425,7.9122,1.8267,90.0,35.0,84.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Garage east upstand | anchor washer,09 Bracing and connections,Galvanised connectors,6.425,9.122,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Laundry east | bottom plate,02 Ground floor walls,MGP10 pine,8.8286,6.2371,0.0175,90.0,35.0,3195.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | top plate lower,02 Ground floor walls,MGP10 pine,8.8286,6.2371,2.6725,90.0,45.0,3195.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | top plate upper,02 Ground floor walls,MGP10 pine,8.8286,6.2371,2.7175,90.0,45.0,3195.9,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud,02 Ground floor walls,MGP10 pine,8.8286,7.8175,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.001,02 Ground floor walls,MGP10 pine,8.8286,4.6566,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.002,02 Ground floor walls,MGP10 pine,8.8286,7.385,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.003,02 Ground floor walls,MGP10 pine,8.8286,6.935,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.004,02 Ground floor walls,MGP10 pine,8.8286,6.485,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.005,02 Ground floor walls,MGP10 pine,8.8286,6.035,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.006,02 Ground floor walls,MGP10 pine,8.8286,5.585,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | common stud.007,02 Ground floor walls,MGP10 pine,8.8286,5.135,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging,02 Ground floor walls,MGP10 pine,8.8286,7.6013,0.9133,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.001,02 Ground floor walls,MGP10 pine,8.8286,7.16,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.002,02 Ground floor walls,MGP10 pine,8.8286,6.71,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.003,02 Ground floor walls,MGP10 pine,8.8286,6.26,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.004,02 Ground floor walls,MGP10 pine,8.8286,5.81,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.005,02 Ground floor walls,MGP10 pine,8.8286,5.36,0.9133,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.006,02 Ground floor walls,MGP10 pine,8.8286,4.8958,0.9133,90.0,35.0,443.4,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.007,02 Ground floor walls,MGP10 pine,8.8286,7.6013,1.8267,90.0,35.0,397.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.008,02 Ground floor walls,MGP10 pine,8.8286,7.16,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.009,02 Ground floor walls,MGP10 pine,8.8286,6.71,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.010,02 Ground floor walls,MGP10 pine,8.8286,6.26,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.011,02 Ground floor walls,MGP10 pine,8.8286,5.81,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.012,02 Ground floor walls,MGP10 pine,8.8286,5.36,1.8267,90.0,35.0,415.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | nogging.013,02 Ground floor walls,MGP10 pine,8.8286,4.8958,1.8267,90.0,35.0,443.4,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry east | anchor washer,09 Bracing and connections,Galvanised connectors,8.8286,7.635,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Laundry east | anchor washer.001,09 Bracing and connections,Galvanised connectors,8.8286,6.735,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Laundry east | anchor washer.002,09 Bracing and connections,Galvanised connectors,8.8286,5.835,0.055,35.0,35.0,4.0,S20-S25,Representative connection; not a fastener setout
Laundry south | bottom plate,02 Ground floor walls,MGP10 pine,6.8766,4.6391,0.0175,90.0,35.0,903.1,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | bottom plate.001,02 Ground floor walls,MGP10 pine,8.4884,4.6391,0.0175,90.0,35.0,680.5,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | top plate lower,02 Ground floor walls,MGP10 pine,7.6268,4.6391,2.6725,90.0,45.0,2403.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | top plate upper,02 Ground floor walls,MGP10 pine,7.6268,4.6391,2.7175,90.0,45.0,2403.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening king stud,02 Ground floor walls,MGP10 pine,7.2581,4.6391,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening king stud.001,02 Ground floor walls,MGP10 pine,8.2181,4.6391,1.3425,45.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening jack stud,02 Ground floor walls,MGP10 pine,7.3031,4.6391,1.1875,45.0,90.0,2305.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening jack stud.001,02 Ground floor walls,MGP10 pine,8.1731,4.6391,1.1875,45.0,90.0,2305.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening LVL lintel,02 Ground floor walls,LVL beams,7.7381,4.6391,2.41,90.0,140.0,920.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | Laundry opening head cripple,02 Ground floor walls,MGP10 pine,7.775,4.6391,2.565,35.0,90.0,170.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
Laundry south | common stud,02 Ground floor walls,MGP10 pine,6.4425,4.6391,1.3425,35.0,90.0,2615.0,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
